sha,date,chrome-version,chrome,firefox-version,firefox,safari-version,safari
eea0b54014e970a2f94f1c35ec6e18ece76beb76,2018-08-07,70.0.3510.0 dev,603.433024940407,63.0a1,1615.9730932728387,12.1,2896.8526415930232
203c34855f6871d6e55eaf7b55b50dad563f781f,2018-08-18,70.0.3521.2 dev,606.5517071694552,63.0a1,1520.7033123987574,12.1,2963.132600113625
6aef6676d2f95c29de17666cc70d61b517939fbf,2018-08-19,70.0.3521.2 dev,611.4268238071267,63.0a1,1509.5608298422997,12.1,2958.1374212892893
0398567bac5d9bfde928cd200ac3f52c1acfcb7e,2018-08-21,70.0.3521.2 dev,611.7451562228623,63.0a1,1506.8075323135483,12.1,2964.6021402415413
d2fa1bdc90e7a56f16f28d096de3a6c22f711033,2018-08-22,70.0.3528.4 dev,612.5674206093773,63.0a1,1497.0716326300153,12.1,2965.9574523585607
f4b8c1ed158c79fdb30ed70b2824da295f524755,2018-08-23,70.0.3528.4 dev,611.6323611987707,63.0a1,1530.8269363925215,12.1,2968.4549515971435
6a9c5cbeae3571ee7ecd056e34c4cfe31eaa3223,2018-08-28,70.0.3528.4 dev,599.1806007742676,63.0a1,1499.163446250986,12.1,3116.2121156408525
3ede6629030918b00941c2fb7d176a18cbea16ea,2018-08-29,70.0.3534.4 dev,601.1617447705329,63.0a1,1504.3674996417044,12.1,3119.0778514719564
7078352c08e4aafbd6714577b50753e5d28ca472,2018-08-30,70.0.3534.4 dev,586.0521173934414,63.0a1,1522.6750895713349,12.1,2970.952801986625
1692453d95eb27ec9a92d877dbe2a1d5cd47e78e,2018-08-31,70.0.3534.4 dev,583.952208066591,63.0a1,1525.0653128457893,12.1,2975.854477225986
268ce53f61d5005c808df3991c5ae47844fe66d8,2018-09-01,70.0.3534.4 dev,589.1638670879978,63.0a1,1537.2653128457894,12.1,2968.4086710103884
3fd70a99bbed97c5b31e08a40162901c7355af7a,2018-09-02,70.0.3534.4 dev,591.0488807331669,63.0a1,1530.1951472807607,12.1,2969.7568581468245
